poc_filename,v8_version_tested,issue_report_date,flags_used
duplicate-param-gc-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
early-acid3-86.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
ecma-regex-examples.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
empty.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
encode_decode_uri.js,12.2.156,2023-12-31,--------------------------------------------------------------------------------
end-in-string-escape.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
enter-dictionary-indexing-mode-with-blank-indexing-type.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
equality.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
eval-and-with.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
eval-cache-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
eval-throw-return.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
eval-var-decl.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
eval.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
evil-n.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-for-nonobject.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-propagate-from-dfg-to-llint.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-properties.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-registerfile-shrink.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-try-finally-scope-error.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception-with-handler-inside-eval-with-dynamic-scope.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
exception_propagation.js,12.2.156,2023-12-31,---------------------------
exceptions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
excessive-comma-usage.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
finally-codegen-failure.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
flatten-dictionary-structure-from-which-all-properties-were-deleted.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
for-in-avoid-duplicates.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
for-in-cached.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
for-in-exeception.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
for-in-to-text.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
for-in-var-scope.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
func-decl.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-apply-aliased.js,12.2.156,2023-12-31,--stack-size
function-apply.js,12.2.156,2023-12-31,--stack-size
function-call-aliased.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-call-register-allocation.js,12.2.156,2023-12-31,--stack-size
function-constructor-error.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-constructor-newline-after-brace.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-constructor-single-line-comment.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-declaration.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-declarations-in-switch-statement.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-decompilation-operators.js,12.2.156,2023-12-31,--y --y --y --y --y --y --y --y --y --y --y --y
function-dot-apply-replace-base.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-dot-length-read-only.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-prototype-descriptor.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-toString-object-literals.js,12.2.156,2023-12-31,--1
function-toString-parentheses.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
function-toString-semicolon-insertion.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
get-by-pname-non-final-object.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
get-by-pname-that-looks-like-a-patchable-get-by-val.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
get-by-pname.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
getter-setter-gc.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
global-resolve-through-eval.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
gmail-re-re.js,12.2.156,2023-12-31,---------------------------------------------------------------
has-own-property.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
ignored-result-null-comparison-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
ignored-result-ref-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
inbuilt_function_proto.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
indexed-setter-on-global-object.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
instance-of-immediates.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
instanceof-operator.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
integer-extremes.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
interpreter-no-activation.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
invalid-callframe-during-unwind.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
invalid-range-in-class.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
isPrototypeOf.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
iteration.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
j-comment-3.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
j-comment-4.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
jit-float32-array-nan.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
js-continue-break-restrictions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
json2-es5-compat.js,12.2.156,2023-12-31,---current
keywords-and-reserved_words.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
lastIndex.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
legitimately-captured-argument.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
literals.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
logical-or-jless.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
lval-exceptions.js,12.2.156,2023-12-31,---
malformed-escapes.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
math-transforms.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
math.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
md5-1.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
md5-2.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
mod-by-zero.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
mod-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
modify-non-references.js,12.2.156,2023-12-31,--g --g --Number
multiline-comment-newline.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
named-function-expression.js,12.2.156,2023-12-31,--ctr -----
native-error-prototype.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
nested-functions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
new-array-double-with-holes.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
no-semi-insertion-at-end-of-script.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
non-capturing-backtracking.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-cell-reuse.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-parsing-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-toExponential.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-toString.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-tofixed.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
number-toprecision.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
numeric-compare.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
numeric-conversion.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
numeric-escapes-in-string-literals.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-bad-time.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-extra-comma.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-literal-direct-put.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-literal-syntax.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-prototype-constructor.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-prototype-properties.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-prototype-toLocaleString.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object-slow-put.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object_prototype.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
object_prototype_tostring.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
operators.js,12.2.156,2023-12-31,--i --i
order-of-operations.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
overflow.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parentheses.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parse-nan.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parse.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parseFloat.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parseInt.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parser-high-byte-character.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
parser-syntax-check.js,12.2.156,2023-12-31,--b --i --a
parser-xml-close-comment.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
pcre-test-4.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
polymorphic-construct.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
pretty-print.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
preventExtensions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
primitive-method-this.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
primitive-property-access-edge-cases.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
property-getters-and-setters.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
property-iteration.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
propertyIsEnumerable.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
prototype_length.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
prototype_proto.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
prototypes.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
quantified-assertions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
read-modify-eval.js,12.2.156,2023-12-31,--eval
reentrant-caching.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
reentrant-call-unwind.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-alternatives.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-backreferences.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-bol-with-multiline.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-bol.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-char-insensitive.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-character-match-out-of-order.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-compile-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-compile.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-divequal.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-extended-characters-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-extended-characters-match.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-extended-characters-more.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-find-first-asserted.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-in-and-foreach-handling.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-lastindex.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-literals-arent-constants.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-look-ahead.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-many-brackets.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-negative-special-characters.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-no-extensions.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-non-bmp.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-non-capturing-groups.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-non-character.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-non-greedy-parentheses.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-norepeat.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-range-bound-ffff.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-range-out-of-order.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-ranges-and-escaped-hyphens.js,12.2.156,2023-12-31,--0
regexp-stack-overflow.js,12.2.156,2023-12-31,--Great ----000- ----000- ----000- --ENVIRONMENTAL --WATER
regexp-unicode-handling.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
regexp-zero-length-alternatives.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
registerCachingAcrossBranchTargets.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
rehash-assign.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
repeat-match-waldemar.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
reserved-words-strict.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
reserved-words.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
resize-array-assign.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
resolve-arguments-from-scope.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
run-json-stringify.js,12.2.156,2023-12-31,--stack-size
scope.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
slash-lineterminator-parse.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sort-large-array.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sort-no-jit-code-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sort-non-numbers.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sort-randomly.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sort-with-side-effecting-comparisons.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
sparse-array.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
stack-overflow-catch.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
stack-unwinding.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
standalone-post.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
standalone-pre.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
statement-list-register-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
statements.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
static-scope-object.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
strict-callback-this.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-anchor.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-capitalization.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-fontcolor.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-fontsize.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-from-char-code.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-index-overflow.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-link.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-property-deletion.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-property-iteration.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-replacement-outofmemory.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-slice-abnormal-values.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-sort.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-split-conformance.js,12.2.156,2023-12-31,--b --b --b
string-split-double-empty.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-split-ignore-case.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-substr.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string-trim.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
string_replace.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
this-non-object-proto.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
throw-from-finally.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-elision-trailing-comma.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-exception.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-for-var-decl.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-number-dot-expr.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-number.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-overrides.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-prefix-postfix-preserve-parens.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString-recursion.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
toString.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
tostring-exception-in-property-access.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
try-catch-try-try-catch-try-finally-return-catch-finally.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
try-try-return-finally-finally.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
typeof-codegen-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
typeof-constant-string.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
unexpected-constant-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
unicodeCaseInsensitive.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
unmatching-argument-count.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
var-declarations-zero-width.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
var-shadows-arg-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
var-shadows-arg-gc-crash.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
var_decl_init.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
vardecl-blocks-init.js,12.2.156,2023-12-31,--allow-natives-syntax --expose-gc
